app_id,review_date,review_title,user_role_title,company_industry,company_size,score
1652,"<div class=""review-date"">Updated March 10, 2015</div>","['Good tool, would recommend']","<div class=""position"">Employee in Human Resources</div>",None,"<span class=""size"">10,001+ employees</span>",9
1653,"<div class=""review-date"">May 14, 2014</div>",['Peoplefluent Overall Satisfaction Review'],"<div class=""position"">Team Lead in Professional Services</div>","<span class=""industry-type"">Marketing and Advertising<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",7
1654,"<div class=""review-date"">December 20, 2013</div>",['Definitely Satisfied.'],"<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Architecture &amp; Planning<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",8
1655,"<div class=""review-date"">December 19, 2013</div>","[""PeopleFluent's RMS--it's pretty sweet!""]","<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Research<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",7
1656,"<div class=""review-date"">January 07, 2014</div>",['Easy of use'],"<div class=""position"">Account Manager in Information Technology</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",8
1657,"<div class=""review-date"">December 24, 2013</div>",['A Savy Product'],"<div class=""position"">Former Employee in Human Resources</div>","<span class=""industry-type"">Environmental Services<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",6
1658,"<div class=""review-date"">December 20, 2013</div>",['User Friendly Program'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Utilities<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",8
1659,"<div class=""review-date"">October 04, 2016</div>",['Simple and user-friendly system!'],"<div class=""position"">Staff Recruitment Manager</div>","<span class=""industry-type"">Higher Education</span>","<span class=""size"">1001-5000 employees</span>",9
1660,"<div class=""review-date"">February 22, 2016</div>","[""OpenHire didn't work well for my organization""]","<div class=""position"">Human Resources Specialist</div>","<span class=""industry-type"">Higher Education</span>","<span class=""size"">501-1000 employees</span>",1
1661,"<div class=""review-date"">Updated September 30, 2015</div>",['Gets the Job Done'],"<div class=""position"">HR Specialist</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">501-1000 employees</span>",6
1662,"<div class=""review-date"">Updated March 18, 2015</div>",['OpenHire is great for the price and ease of access!'],"<div class=""position"">Recruiting Manager</div>","<span class=""industry-type"">Events Services</span>","<span class=""size"">501-1000 employees</span>",7
1663,"<div class=""review-date"">February 23, 2015</div>",['OpenHire keeps it simple'],"<div class=""position"">Talent Specialist</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">201-500 employees</span>",8
1664,"<div class=""review-date"">February 03, 2015</div>",['OpenHire review'],"<div class=""position"">Director of Human Resources</div>","<span class=""industry-type"">Management Consulting</span>","<span class=""size"">51-200 employees</span>",4
1665,"<div class=""review-date"">February 17, 2015</div>",['OpenHire Helps!'],"<div class=""position"">Corporate Recruiter</div>","<span class=""industry-type"">Utilities</span>","<span class=""size"">501-1000 employees</span>",7
1666,"<div class=""review-date"">August 31, 2014</div>",['OpenHire'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Biotechnology</span>","<span class=""size"">501-1000 employees</span>",7
1667,"<div class=""review-date"">August 30, 2014</div>",['OpenHire ATS by SysAdmin and Implementation Project Leader'],"<div class=""position"">Manager, HRIS, Compensation &amp; Benefits</div>","<span class=""industry-type"">Pharmaceuticals</span>","<span class=""size"">501-1000 employees</span>",7
1668,"<div class=""review-date"">August 28, 2014</div>",['Applicant Tracking that Helps Non-profits'],"<div class=""position"">HRIS Analyst</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">51-200 employees</span>",8
1669,"<div class=""review-date"">August 20, 2014</div>",['OpenHire can open the door to higher productivity.'],"<div class=""position"">Director of Recruiting</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">201-500 employees</span>",9
1670,"<div class=""review-date"">December 06, 2016</div>",['Not that Great'],"<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Airlines/Aviation<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",5
1671,"<div class=""review-date"">August 26, 2016</div>",['A good software ... Just needs an upgrade!'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Banking<span> Company</span></span>","<span class=""size"">201-500 employees</span>",6
1672,"<div class=""review-date"">Updated August 19, 2015</div>",['Open up to OpenHire'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Printing<span> Company</span></span>","<span class=""size"">51-200 employees</span>",8
1673,"<div class=""review-date"">Updated April 07, 2015</div>","['Basic as basic can be, but does the job.']","<div class=""position"">Analyst in Human Resources</div>","<span class=""industry-type"">Events Services<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",4
1674,"<div class=""review-date"">February 20, 2015</div>",['Deciding if OpenHire fits your company culture'],"<div class=""position"">Former Employee in Human Resources</div>","<span class=""industry-type"">Chemicals<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",6
1675,"<div class=""review-date"">February 13, 2015</div>",['OpenHire works for minimalistic recruiting processes.'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Semiconductors<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",3
1676,"<div class=""review-date"">Updated April 29, 2015</div>",['OpenHire review'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Telecommunications<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",7
1677,"<div class=""review-date"">February 21, 2015</div>","['Don\'t just ""Let it go, let it go!""   Read our review.']","<div class=""position"">Representative in Human Resources</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",4
1678,"<div class=""review-date"">February 20, 2015</div>",['SilkRoad Open Hire'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Biotechnology<span> Company</span></span>","<span class=""size"">51-200 employees</span>",3
1679,"<div class=""review-date"">February 13, 2015</div>",['OpenHire Review'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Defense &amp; Space<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",3
1680,"<div class=""review-date"">February 06, 2015</div>",['OpenHire helps streamline applicant processing'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Insurance<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",8
1681,"<div class=""review-date"">Updated February 06, 2015</div>",['OpenHire - Good for Basic Needs'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Real Estate<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",5
1682,"<div class=""review-date"">Updated December 18, 2014</div>",['OpenHire is Great'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Broadcast Media<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
1683,"<div class=""review-date"">February 17, 2015</div>",['OpenHire for the win!'],"<div class=""position"">Contributor in Human Resources</div>","<span class=""industry-type"">Consumer Goods<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",8
1684,"<div class=""review-date"">August 21, 2014</div>",['OpenHire Worked for Me'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Higher Education<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",10
1685,"<div class=""review-date"">August 21, 2014</div>",['Great product for large companies'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",4
1686,"<div class=""review-date"">August 20, 2014</div>",['Great for small/medium businesses! So-so for enterprise.'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Retail<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",8
1687,"<div class=""review-date"">December 11, 2018</div>","['CATS ATS, a great web based ATS that you can access from anywhere that has an internet connection.']","<div class=""position"">Senior Public Sector Recruiter - Technical &amp; Professional Services</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1688,"<div class=""review-date"">Updated March 16, 2016</div>",['Cats ATS Review'],"<div class=""position"">Owner</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",10
1689,"<div class=""review-date"">June 10, 2015</div>","['Affordable, customizable, and simple to setup and use.  CATS is worth a look right meow.']","<div class=""position"">Talent Management Lead</div>","<span class=""industry-type"">Market Research</span>","<span class=""size"">501-1000 employees</span>",10
1690,"<div class=""review-date"">May 27, 2015</div>",['CATS is the best ATS I have ever used'],"<div class=""position"">Staffing Manager</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">201-500 employees</span>",10
1691,"<div class=""review-date"">May 27, 2015</div>",['CatsOne worth a look...'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",10
1692,"<div class=""review-date"">May 27, 2015</div>",['Great Pipeline Management System'],"<div class=""position"">Direct Hire Manager</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">5001-10,000 employees</span>",8
1693,"<div class=""review-date"">May 27, 2015</div>",['Great ATS'],"<div class=""position"">Partner - tbullen@flexsolutions.ca</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">1-10 employees</span>",8
1694,"<div class=""review-date"">Updated April 29, 2015</div>",['CATS is an excellent tool for Corporate and Agency Recruiters'],"<div class=""position"">Principal Recruitment Consultant</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">11-50 employees</span>",10
1695,"<div class=""review-date"">Updated April 08, 2015</div>","['Affordable, Intuitive, Flawed.']","<div class=""position"">Managing Director</div>","<span class=""industry-type"">Defense &amp; Space</span>","<span class=""size"">51-200 employees</span>",5
1696,"<div class=""review-date"">February 20, 2015</div>",['wonderful experience in sharing my feedback'],"<div class=""position"">Director -   Recruiting and Sales</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">51-200 employees</span>",9
1697,"<div class=""review-date"">June 15, 2015</div>",['Super easy to use and implement'],"<div class=""position"">Accountant</div>","<span class=""industry-type"">Accounting</span>","<span class=""size"">201-500 employees</span>",7
1698,"<div class=""review-date"">Updated February 09, 2015</div>",['Very Fast & Efficient ATS That Improves Our Bottom Line'],"<div class=""position"">CEO (Chief Executive Officer)</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",10
1699,"<div class=""review-date"">Updated February 04, 2015</div>",['CATS... It works!'],"<div class=""position"">Senior Associate</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1700,"<div class=""review-date"">May 27, 2015</div>","['Its good, but could be better with more reporting features']","<div class=""position"">VP, Staffing</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">51-200 employees</span>",6
1701,"<div class=""review-date"">Updated November 18, 2014</div>",['CATS is for YOU'],"<div class=""position"">Research Assistant</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",10
1702,"<div class=""review-date"">June 10, 2014</div>",['CATS has figured out how to best assist us in the executive search business!'],"<div class=""position"">Consulting Professional, Renewable Energy, Storage and Batteries</div>","<span class=""industry-type"">Oil &amp; Energy</span>","<span class=""size"">1-10 employees</span>",9
1703,"<div class=""review-date"">June 03, 2014</div>",['Great ATS Solution for Small Company with Many Jobs!'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1704,"<div class=""review-date"">May 12, 2014</div>","['Advanced System, Simple Use']","<div class=""position"">RPO Specialist</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",10
1705,"<div class=""review-date"">May 12, 2014</div>",['Wonderful Product for Applicants and Employee Forms'],"<div class=""position"">Director of Finance</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">201-500 employees</span>",10
1706,"<div class=""review-date"">June 03, 2014</div>",['CatsOne - KISS!'],"<div class=""position"">Owner</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">1-10 employees</span>",10
1707,"<div class=""review-date"">Updated April 27, 2016</div>",['Kick Started my recruiting business!'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",10
1708,"<div class=""review-date"">Updated April 27, 2016</div>",['East to use ATS'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Human Resources<span> Company</span></span>","<span class=""size"">1-10 employees</span>",8
1709,"<div class=""review-date"">May 28, 2015</div>","['Full features, highly customizable and great value']","<div class=""position"">Executive in Other</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",10
1710,"<div class=""review-date"">June 15, 2015</div>","['Decent system, but has its weaknesses']","<div class=""position"">Contributor in Human Resources</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">51-200 employees</span>",7
1711,"<div class=""review-date"">May 27, 2015</div>",['Easy to Use'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Higher Education<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
1712,"<div class=""review-date"">May 27, 2015</div>",['Customized ATS'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">11-50 employees</span>",10
1713,"<div class=""review-date"">June 09, 2015</div>",['Catsone #1 ATS Hands Down'],"<div class=""position"">Executive in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",10
1714,"<div class=""review-date"">December 03, 2018</div>",['Hiring through Kenexa'],"<div class=""position"">Contributor in Sales</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",8
1715,"<div class=""review-date"">April 25, 2018</div>",['Kenexa connects you with candidates quick and efficiently'],"<div class=""position"">Full Cycle IT Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">10,001+ employees</span>",8
1716,"<div class=""review-date"">Updated July 29, 2016</div>",['A steep learning curve post go live'],"<div class=""position"">Global Recruitment Administrator</div>","<span class=""industry-type"">Mechanical or Industrial Engineering</span>","<span class=""size"">10,001+ employees</span>",10
1717,"<div class=""review-date"">Updated July 29, 2016</div>",['Honest and Straightfoward'],"<div class=""position"">Recruiting Specialist</div>",None,"<span class=""size"">10,001+ employees</span>",5
1718,"<div class=""review-date"">July 22, 2016</div>",['Kenexa? You Betcha!'],"<div class=""position"">HRIS Leader</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">10,001+ employees</span>",8
1719,"<div class=""review-date"">July 18, 2016</div>",['The ins & outs of the Kenexa assessment'],"<div class=""position"">Human Resources Field Recruiter</div>","<span class=""industry-type"">Retail</span>","<span class=""size"">10,001+ employees</span>",8
1720,"<div class=""review-date"">Updated July 29, 2016</div>",['Kenexa -A defective HR system'],"<div class=""position"">C.E.O</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">11-50 employees</span>",2
1721,"<div class=""review-date"">February 19, 2016</div>",['Kenexa Rocks!'],"<div class=""position"">Employment Specialist</div>","<span class=""industry-type"">Health, Wellness and Fitness</span>","<span class=""size"">10,001+ employees</span>",9
1722,"<div class=""review-date"">February 13, 2015</div>",['Kenexa Review'],"<div class=""position"">Human Resources Recruitment Assistant</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">10,001+ employees</span>",7
1723,"<div class=""review-date"">February 13, 2015</div>",['Kenexa review'],"<div class=""position"">Recruiting Team Lead</div>","<span class=""industry-type"">Consumer Goods</span>","<span class=""size"">5001-10,000 employees</span>",10
1724,"<div class=""review-date"">Updated June 03, 2015</div>",['BrassRing Applicant Tracking Review'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">1001-5000 employees</span>",5
1725,"<div class=""review-date"">February 06, 2015</div>","['Not so bad, yet no too good.']","<div class=""position"">Corporate Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",3
1726,"<div class=""review-date"">December 15, 2013</div>","['""Kenexa 2x BrassRing"" comes up short when reaching for the proverbial brass ring.']","<div class=""position"">Research and Sourcing Coordinator</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">501-1000 employees</span>",3
1727,"<div class=""review-date"">April 17, 2017</div>",['Decent ATS for smaller companies'],"<div class=""position"">Project Manager in Information Technology</div>","<span class=""industry-type"">Food &amp; Beverages<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",5
1728,"<div class=""review-date"">December 20, 2013</div>",['Optimize your Recruitment Performance with Kenexa'],"<div class=""position"">Strategic Recruiting &amp; Operations Manager - Global Recruiting</div>","<span class=""industry-type"">Construction</span>",None,7
1729,"<div class=""review-date"">Updated December 14, 2013</div>",['Is Kenexa 2XB the Right ATS for Your Recruitment Team?'],"<div class=""position"">Full Cycle Technical Recruiter</div>","<span class=""industry-type"">Telecommunications</span>","<span class=""size"">1001-5000 employees</span>",5
1730,"<div class=""review-date"">December 10, 2013</div>",['Kenexa is worth considering.'],"<div class=""position"">Manager, Recruiting</div>","<span class=""industry-type"">Insurance</span>","<span class=""size"">501-1000 employees</span>",6
1731,"<div class=""review-date"">December 11, 2013</div>","['OK, but there are better ATS Systems out there']","<div class=""position"">Virtual Technical Recruiter</div>",None,"<span class=""size"">10,001+ employees</span>",6
1732,"<div class=""review-date"">September 19, 2016</div>","[""Kenexa just another one of the big dog ATS options that recruiters don't like""]","<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Education Management<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",3
1733,"<div class=""review-date"">Updated July 26, 2016</div>",['Good for some but not all!'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Pharmaceuticals<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",6
1734,"<div class=""review-date"">July 12, 2016</div>","['Truly awful product, even worse support']","<div class=""position"">Engineer in Human Resources</div>","<span class=""industry-type"">Banking<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",1
1735,"<div class=""review-date"">February 03, 2015</div>",['Review of Kenexa'],"<div class=""position"">Team Lead in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",7
1736,"<div class=""review-date"">December 14, 2013</div>",['Kenexa- my personal expereince'],"<div class=""position"">Professional in Human Resources</div>",None,"<span class=""size"">10,001+ employees</span>",7
1737,"<div class=""review-date"">December 20, 2013</div>",['2XBrassRing Review'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Construction<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",6
1738,"<div class=""review-date"">December 17, 2013</div>",['Kenexa Review from a Recruiting Coordinator'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Computer Games<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",5
1739,"<div class=""review-date"">December 20, 2013</div>","['Functionality is fine, however the system is slow.']","<div class=""position"">Contributor in Human Resources</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",4
1740,"<div class=""review-date"">December 12, 2013</div>",['Kenexa ATS - better than most!'],"<div class=""position"">Consultant in Human Resources</div>",None,"<span class=""size"">10,001+ employees</span>",7
1741,"<div class=""review-date"">March 11, 2020</div>",['Workable is great for recruiting!'],"<div class=""position"">Supply Chain Finance Intern</div>","<span class=""industry-type"">Information Technology &amp; Services</span>","<span class=""size"">10,001+ employees</span>",8
1742,"<div class=""review-date"">October 13, 2019</div>","[""We're Really Happy with Workable -- growing software startup""]","<div class=""position"">General Manager in Sales</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
1743,"<div class=""review-date"">August 29, 2018</div>",['Workable Really Works'],"<div class=""position"">Director Talent Acquisition</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">51-200 employees</span>",8
1744,"<div class=""review-date"">Updated August 29, 2018</div>","[""I'm not in HR and I love Workable""]","<div class=""position"">Enterprise Account Executive</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">51-200 employees</span>",9
1745,"<div class=""review-date"">September 12, 2018</div>",['Workable is a lesser known ATS but has a lot to offer'],"<div class=""position"">Recruiting Coordinator</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">201-500 employees</span>",8
1746,"<div class=""review-date"">September 10, 2018</div>",['Time Saver'],"<div class=""position"">HR Director</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">51-200 employees</span>",10
1747,"<div class=""review-date"">August 30, 2018</div>",['Great product have recommended and implemented into other small to medium businesses'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">51-200 employees</span>",9
1748,"<div class=""review-date"">August 30, 2018</div>",['Workable has worked for us!'],"<div class=""position"">HR Director</div>","<span class=""industry-type"">Marketing and Advertising</span>","<span class=""size"">11-50 employees</span>",9
1749,"<div class=""review-date"">August 28, 2018</div>",['Hiring?  This tool has saved our hiring team time and money.'],"<div class=""position"">Administrative Services Manager</div>","<span class=""industry-type"">Marketing and Advertising</span>","<span class=""size"">11-50 employees</span>",9
1750,"<div class=""review-date"">August 28, 2018</div>",['Workable - Great option for a great price!'],"<div class=""position"">Director of Human Resources</div>","<span class=""industry-type"">Hospitality</span>","<span class=""size"">201-500 employees</span>",10
1751,"<div class=""review-date"">February 22, 2018</div>",['Workable Works!'],"<div class=""position"">Recruitment Coordinator</div>","<span class=""industry-type"">Marketing and Advertising</span>","<span class=""size"">51-200 employees</span>",7
1752,"<div class=""review-date"">September 03, 2018</div>",['Workable Vibes at the New VibeHCM'],"<div class=""position"">Business Development Manager</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">201-500 employees</span>",8
1753,"<div class=""review-date"">August 29, 2018</div>","[""Can't See Ever Leaving Workable!""]","<div class=""position"">Head Of Operations</div>","<span class=""industry-type"">Marketing and Advertising</span>","<span class=""size"">11-50 employees</span>",10
1754,"<div class=""review-date"">August 29, 2018</div>",['We love Workable'],"<div class=""position"">Recruiting Manager</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">201-500 employees</span>",8
1755,"<div class=""review-date"">August 23, 2017</div>",['The Workability of Workable'],"<div class=""position"">HR Manager</div>","<span class=""industry-type"">Computer Networking</span>","<span class=""size"">11-50 employees</span>",7
1756,"<div class=""review-date"">September 01, 2017</div>",['Workable - could be called MiracleWorkable!'],"<div class=""position"">Head of Optimistic People</div>","<span class=""industry-type"">Apparel &amp; Fashion</span>","<span class=""size"">51-200 employees</span>",10
1757,"<div class=""review-date"">August 22, 2017</div>",['Workable workability'],"<div class=""position"">Festival Box office and Fulfillment Manager</div>","<span class=""industry-type"">Music</span>","<span class=""size"">51-200 employees</span>",8
1758,"<div class=""review-date"">August 29, 2018</div>","['Great for smaller companies, lighter level of features but works just great!']","<div class=""position"">Former Employee in Human Resources</div>","<span class=""industry-type"">Telecommunications<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
1759,"<div class=""review-date"">September 20, 2018</div>",['It is exactly a Human Resources choice'],"<div class=""position"">Account Manager in Product Management</div>","<span class=""industry-type"">Events Services<span> Company</span></span>","<span class=""size"">1-10 employees</span>",10
1760,"<div class=""review-date"">May 25, 2018</div>",['Streamline Your Hiring with Ease with Workable!'],"<div class=""position"">Account Manager in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",9
1761,"<div class=""review-date"">August 28, 2018</div>","['Workable is the best for startups: good price, organized, lets you post and discover & recruit']","<div class=""position"">Manager in Other</div>","<span class=""industry-type"">Consumer Goods<span> Company</span></span>","<span class=""size"">1-10 employees</span>",8
1762,"<div class=""review-date"">August 28, 2018</div>",['Best bang for your buck!'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Hospitality<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
1763,"<div class=""review-date"">August 27, 2018</div>","['Workable is Affordable, Simple, and Sleek']","<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
1764,"<div class=""review-date"">August 28, 2018</div>",['Best of breed ATS that is constantly getting better!'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1765,"<div class=""review-date"">August 27, 2018</div>",['Great for Big Companies!'],"<div class=""position"">Professional in Product Management</div>","<span class=""industry-type"">Non-Profit Organization Management<span> Company</span></span>","<span class=""size"">11-50 employees</span>",8
1766,"<div class=""review-date"">February 27, 2020</div>",['Zoho Recruit gets the job done in organizing my candidates!'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">51-200 employees</span>",8
1767,"<div class=""review-date"">October 03, 2019</div>",['Best Resume Tracking Tool for anyone serious about being professional in their Recruitment process'],"<div class=""position"">Head of Product</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">1-10 employees</span>",9
1768,"<div class=""review-date"">October 08, 2019</div>",['Zoho Recruit - A great tool for small teams and large.'],"<div class=""position"">Executive in Professional Services</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",10
1769,"<div class=""review-date"">October 04, 2019</div>",['Great For Startups and Small Agencies'],"<div class=""position"">C-Level Executive in Corporate</div>","<span class=""industry-type"">Human Resources<span> Company</span></span>","<span class=""size"">1-10 employees</span>",7
1770,"<div class=""review-date"">January 14, 2019</div>",['Great to know the right person to get the job done'],"<div class=""position"">Planificador Territorial II</div>","<span class=""industry-type"">Environmental Services</span>","<span class=""size"">501-1000 employees</span>",9
1771,"<div class=""review-date"">August 20, 2018</div>",['Why Zoho can help your small to midsize company grow'],"<div class=""position"">Business Owner</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",10
1772,"<div class=""review-date"">October 22, 2018</div>",['Best HR solution for your startup'],"<div class=""position"">Program Leader</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">201-500 employees</span>",8
1773,"<div class=""review-date"">May 14, 2018</div>",['Money well spent'],"<div class=""position"">Executive Recruiter</div>","<span class=""industry-type"">Automotive</span>","<span class=""size"">11-50 employees</span>",7
1774,"<div class=""review-date"">April 06, 2018</div>",['Zoho Recruit has streamlined our recruiting processes!'],"<div class=""position"">Administrative Director</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">201-500 employees</span>",9
1775,"<div class=""review-date"">December 05, 2017</div>",['Great functionality at a great price'],"<div class=""position"">Senior Managing Partner</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">1-10 employees</span>",8
1776,"<div class=""review-date"">September 06, 2017</div>",['Excellent value for money'],"<div class=""position"">Director</div>","<span class=""industry-type"">Consumer Goods</span>","<span class=""size"">1-10 employees</span>",10
1777,"<div class=""review-date"">March 13, 2017</div>",['Zoho - Second time around - much better product'],"<div class=""position"">Vice President of Operations</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">51-200 employees</span>",8
1778,"<div class=""review-date"">February 02, 2017</div>",['A great buy for the money'],"<div class=""position"">SR Partner</div>","<span class=""industry-type"">Management Consulting</span>","<span class=""size"">11-50 employees</span>",9
1779,"<div class=""review-date"">November 16, 2016</div>",['The best bang for your buck'],"<div class=""position"">Recruteure, Entrepreneure, Auteure</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",8
